keyword,title,creator,description,date,subject,publisher,id,url,item_url
ayyubid,History of the Seljuk Empire.,,"Tārīkh dawlat Āl Saljūq (History of the Seljuk Empire) is a chronicle of the Seljuks in Iraq between 1055 and approximately 1175. It is a version of a work of the Persian-born political figure and savant ʻImad al-Din Muhammad al-Isfahani (1125-1201), as abridged by his near contemporary, al-Fath ibn ʻAli al-Bundari (1190 or 1191-1245 or 1246). The original work by 'Imad al-Din is entitled Nusrat al-fatrah wa-ʻusrat al-qutrah (Victory over feebleness and refuge from trifles). The story begins with the entry of the Seljuk conqueror, Tugrul, into Baghdad in 1055. The work covers the complex royal succession of the dynasty and its amirs, as well as other civil and military leaders, wazirs (advisors), religious authorities, and other notables. It also covers the origin of the name ""Seljuk"" and the impetus for the rise of the Seljuk sultanate. Although born in Persia (present-day Iran), ʻImad al-Din wrote principally in Arabic and spent most of his life at the Ayyubid courts of Egypt and the Near East. He died in Damascus in 1201. His chronicle is written in a mix of straightforward narrative and baroque rhymed prose, which scholars have found a challenge to interpret and about which al-Bundari complains: ""I found the pearls of what he wished to say and express hidden in the wave-crashing seas of his rhyming...."" 'Imad al-Din nonetheless is an important source for the history of the medieval Near East, both in his history of the Seljuks and in several other historical works and literary anthologies. Little biographical information exists about al-Fath ibn ʻAli al-Bundari, except that he also condensed another of 'Imad al-Din's historical works, al-Barq al-Shami (The Syrian thunderbolt), which is a personal account of life at the court of the Ayyubid sultan of Egypt and Syria, Saladin (1137-93). The edition of Tārīkh dawlat Āl Saljūq presented here was published by al-Mausu'at Press in Cairo in 1900.",1900-01-01,1055 to 1175 | turks | kings and rulers | iraq | seljuks | islamic empire,,http://www.loc.gov/item/2021666302/,https://www.loc.gov/item/2021666302/,https://www.loc.gov/item/2021666302/
ayyubid,"The First Part of ""Conquest of Syria,"" with the Marginal Commentary of ""The Eye-pleasing Treasure on Egypt's Rulers and Sultans"".",,"Muhammad ibn ʻUmar al-Waqidi (747 or 748--823) was one of the earliest historians of Islam. He was born in Medina, in present-day Saudi Arabia, and later moved to Baghdad, where he was appointed a judge by Abbasid caliphs Harun al-Rashid and his son al-Ma'mun. Al-Waqidi is best known for his histories of early Muslim conquests, and for his detailed and well-organized accounts. The two-volume book presented here contains the first part of Futūḥ al-shām (The conquest of Syria), commonly ascribed to al-Waqidi. The main text is accompanied in the margins by a separate treatise, Tuḥfat al-nāẓirīn fī man waliya misr min al-wulāt wa al-salāṭīn (The eye-pleasing treasure on Egypt's rulers and sultans), by 'Abd Allah al-Sharqawi (circa 1737--circa 1813), who was the imam of al-Azhar during the French campaign in Egypt. In the main text, al-Waqidi recounts in 32 entries the events that surrounded the conquest of Syria during the rule of the first two Muslim caliphs, Abu Bakr (reigned 632--34) and 'Umar (634--44). The entries begin with Abu Bakr's request to the kings of Yemen to join the Syria campaign. Other entries include such major events as the Battle of Yarmuk (636) and the surrender of Jerusalem to 'Umar. The entries end with the surrender of Antioch to the caliphate in 637. The marginal treatise by al-Sharqawi is a concise history of the rulers of Egypt, beginning with the Muslim conquest in 641. The treatise is organized as an introduction on the ""virtues of Egypt"" followed by three chapters. The first chapter covers the Rashidun, Umayyad, Abbasid and Ikhshidid eras; the second the Fatimids, the Ayyubids, and the Mamluks; and the third the Ottoman Turks. The marginal treatise ends with the reign of al-Ashraf Khalil, the eighth Mamluk sultan (reigned 1290--93), which suggests that the publisher might have planned to publish more of both works. The book was published in Cairo by al-Meligiyah Press in 1912.",1912-01-01,"history | syrian arab republic | islamic empire | egypt | jerusalem | hatay | antakya | abū bakr, caliph, died 634 | umar ibn al-khaṭṭāb, caliph, died 644 | israel | kings and rulers | turkey",,http://www.loc.gov/item/2021666306/,https://www.loc.gov/item/2021666306/,https://www.loc.gov/item/2021666306/
ayyubid,Sufficient Book for the Beneficiary Regarding the Judgement of the Nativities.,,"Ghunyat al-mustafīd fī al-ḥukm ʻalā al-mawālīd (Sufficient [book] for the beneficiary regarding the judgement of the nativities) is a book on judicial astrology. It is divided into three chapters, each of which describes the effects of the celestial bodies in various configurations on the life of the native, i.e., the person whose horoscope is under consideration. The author, Muhyi al-Din Yahya ibn Muhammad ibn Abu al-Shukr al-Maghribi al-Andalusi (died circa 1281) was born in the Maghrib, where he learned jurisprudence, geometry, and astronomy. He then moved to the Ayyubid kingdom, where he worked as astronomer in the court of al-Nasir Yusuf (ruled 1236--60). He witnessed firsthand the Mongol irruption into Syria and the defeat of al-Nasir at the hand of Genghis Khan's grandson Hülegü (died 1265). In his Chronography, 13th century scholar Bar-Hebraeus quotes Muhyi al-Din's account of how members of al-Nasir's entourage were ambushed and put the sword, and how Muhyi al-Din narrowly escaped with his life by professing his knowledge of astronomy and requesting an audience with the Mongol warlord. Having been spared by virtue of his quick thinking, Muhyi al-Din moved to Maragha in northwestern Persia, where he was one of the most well-known astronomers working at the celebrated observatory in that city under the guidance of Nasir al-Din Muhammad ibn Muhammad al-Tusi (1201-74). Several of Muhyi al-Din's works on astronomy and mathematics have survived, including his Taḥrīr ʼuqlīdus fī ashkāl al-handasa (Redaction of Euclid on figures of geometry), and Tāj al-azyāj wa ghunyat al-muḥtāj (The crown of zijes [i.e., planetary tables] and the sufficient [book] for the needy). This copy of Ghunyat al-mustafīd fī al-ḥukm ʻalā al-mawālīd is undated although, based on the calligraphy, it can be dated to the 18th or 19th centuries. The nastaʻliq script used for the work and marginal notes in Persian suggest that it was produced and used somewhere within the Persian sphere of cultural influence.",1700-01-01,"astrology | celestial bodies | nasta'liq script | 1250 to 1281 | astrology, arab | iran, islamic republic of | divination | naskh script | arabic manuscripts | zarbāyjān-e sharqī | marāgheh | horoscopes",,http://www.loc.gov/item/2021667360/,https://www.loc.gov/item/2021667360/,https://www.loc.gov/item/2021667360/
ayyubid,Court cultures in the Muslim world : seventh to nineteenth centuries,,Includes bibliographical references and index.,2011,courts and courtiers | court and courtiers | islamic empire,,http://lccn.loc.gov/2010011865,//lccn.loc.gov/2010011865,//lccn.loc.gov/2010011865
ayyubid,3100 BC to 1517 | Timeline of Coptic Music | Articles and Essays | Coptic Orthodox Liturgical Chant and Hymnody | Digital Collections,,A chronology of major events in Egyptian history and early research in Coptic Music and Culture from 3100BC to 1517,,,,http://www.loc.gov/collections/coptic-orthodox-liturgical-chant/articles-and-essays/timeline-of-coptic-music/3100-bc-to-1517/,https://www.loc.gov/collections/coptic-orthodox-liturgical-chant/articles-and-essays/timeline-of-coptic-music/3100-bc-to-1517/,https://www.loc.gov/collections/coptic-orthodox-liturgical-chant/articles-and-essays/timeline-of-coptic-music/3100-bc-to-1517/
ayyubid,September’s New Scholars at the Kluge Center,,"On the first Monday of each month, the Kluge Center welcomes new scholars from any of our numerous chair and fellowship programs. The day consists of an orientation, setting up new residents in their work areas, and an informal new scholar&#8217;s lunch. These are busy days, and this month&#8217;s was no exception. There are new &hellip;",2014-09-29,scholars | blogs | john w. kluge | national library | political leaders | kluge center,,https://blogs.loc.gov/kluge/2014/09/september-scholars-at-the-kluge-center/,https://blogs.loc.gov/kluge/2014/09/september-scholars-at-the-kluge-center/,https://blogs.loc.gov/kluge/2014/09/september-scholars-at-the-kluge-center/
ayyubid,Islamic Architecture & Its Relevance to Human Daily Needs,,"Heba Abdelnabi from the University of Alexandria, Egypt discussed her work in Islamic architecture. Event cosponsored by the Egyptian Embassy's Cultural and Educational Affairs Office.",2017,"education | islamic architecture, architecture and its relevance, heba abdelnabi | culture, folklife | biography, history",,http://www.loc.gov/item/2021690414/,https://www.loc.gov/item/2021690414/,https://www.loc.gov/item/2021690414/
ayyubid,"Cairo, Jerusalem, and Damascus:",,Also available in digital form.,1912,history | damascus (syria) | egypt | jerusalem | cairo (egypt),,http://www.loc.gov/item/40036273/,https://www.loc.gov/item/40036273/,https://www.loc.gov/item/40036273/
ayyubid,Medieval empires and the culture of competition : literary duels at Islamic and Christian courts,,"""A probing inquiry into medieval court struggles, this book shows the relationship between intellectual conflict and the geopolitics of empire. It examines the Persian Buyids' takeover of the great Arab caliphate in Iraq, the counter-Crusade under Saladin, and the literature of sovereignty in Spain and Italy at the cusp of the Renaissance. The question of high culture--who best qualified as a poet, the function of race and religion in forming a courtier, what languages to use in which official ceremonies--drove much of medieval writing, and even policy itself. From the last moments of the Abbasid Empire, to the military campaign for Jerusalem, to the rise of Crusades literature in spoken Romance languages, authors and patrons took a competitive stance as a way to assert their place in a shifting imperial landscape.""--Back cover.",2017-01-01,"history | history and criticism | language and languages | language | to 1500 | literature, medieval | courts and courtiers | authors, medieval | political aspects | politics and literature",,http://www.loc.gov/item/2020718031/,https://www.loc.gov/item/2020718031/,https://www.loc.gov/item/2020718031/
ayyubid,New readings in Arabic historiography from late medieval Egypt and Syria : proceedings of the themed day of the fifth conference of the School of Mamluk Studies,,"""New Readings in Arabic Historiography contributes to research on Arabic texts of history from late medieval Egypt and Syria. Departing from dominant understandings of these texts through the prisms of authenticity and ""literarization,"" it engages with questions of textual constructedness and authorial agency. This edited volume consists of 13 contributions by a new generation of scholars. Each of the volume's three parts represents a different aspect of their new readings of particular texts. Part one looks at concrete instances of textual interdependencies, part two at the creativity of authorial agencies, and part three at the relationship between texts and social practice. New Readings thus participates in the revaluation of late medieval Arabic historiography as a critical field of inquiry. Contributors: Rasmus Bech Olsen, Víctor de Castro León, Mohammad Gharaibeh, Kenneth A. Goudie, Christian Mauder, Evan Metzger, Zacharie Mochtari de Pierrepont, Clément Onimus, Tarek Sabraa, Iria Santás de Arcos, Gowaart Van Den Bossche, Koby Yosef""-- Provided by publisher.",2021-01-01,history | historiography | mamelukes | egypt | congresses | syria,,http://www.loc.gov/item/2021000509/,https://www.loc.gov/item/2021000509/,https://www.loc.gov/item/2021000509/
ayyubid,The journeys of a Taymiyyan Sufi : Sufism through the eyes of ʻImād al-Dīn Aḥmad al-Wāsiṭī (d. 711/1311),,"""The Journeys of a Taymiyyan Sufi explores the life and teachings of 'Imād al-Dīn Aḥmad al-Wāsiṭī(d. 711/1311), a little-known Ḥanbalī Sufi master from the circle of Ibn Taymiyya (d. 728/1328). The first part of this book follows al-Wāsiṭī's physical journey in search of spiritual guidance through a critical study of his autobiographical writings. This provides unique insights into the Rifā'iyya, the Shādhiliyya, and the school of Ibn 'Arabī, several manifestations of Sufism that he encountered as he travelled from Wāsiṭ to Baghdad, Alexandria, and Cairo. Part I closes with his final destination, Damascus, where his membership of Ibn Taymiyya's circle and his role as a Sufi teacher is closely examined. The second part focuses on al-Wāsiṭī's spiritual journey through a study of his Sufi writings, which convey the distinct type of traditionalist Sufism that he taught in early eighth/fourteenth-century Damascus. Besides providing an overview of the spiritual path unto God from beginning to end as he formulated it, this reveals an exceptional interplay between Sufi theory and traditionalist theology""-- Provided by publisher.",2020-01-01,"ibn taymīyah, aḥmad ibn ʻabd al-ḥalīm | sufism | ibn al-ʻarabī | wāsiṭī, aḥmad ibn ibrāhīm | doctrines | teachings | biography | sufis",,http://www.loc.gov/item/2020718214/,https://www.loc.gov/item/2020718214/,https://www.loc.gov/item/2020718214/
ayyubid,Breaching the bronze wall : Franks at Mamluk and Ottoman courts and markets,,"""Breaching the Bronze Wall deals with the idea that the word of honorable Muslims constituted proof and with the concept that written documents and the word of non-Muslims were inferior. Foreign merchants in cities like Istanbul, Damascus or Alexandria could barely prove any claim, as neither their contracts nor their words were of any value if countered by Muslims. Francisco Apellániz explores how both groups labored to overcome these 'biases against non-Muslims' in the courts and markets of Mamluk Egypt and Syria of the 14th and 15th centuries, and how the Ottoman conquest (1517) imposed a new, orthodox view on the problem. The book dives into the Middle Eastern archive and the Ottoman Dīvān, and scrutinizes the intricacies of sharia and the handling of these intracacies by consuls, dragomans, qaḍīs and other legal actors""-- Provided by publisher.",2020-01-01,"history | legal status, laws, etc | middle east | merchants | dhimmis (islamic law) | egypt | ottoman empire | authentication | witnesses (islamic law) | turkey | syria",,http://www.loc.gov/item/2020018155/,https://www.loc.gov/item/2020018155/,https://www.loc.gov/item/2020018155/
ayyubid,Xerxes and Babylonia : the cuneiform evidence,,"In the summer of 484 BCE Babylonia revolted against Xerxes, king of Persia. In recent years, a debate has crystallized around the nature of Xerxes' response to this challenge. This volume continues and expands this debate. It collects nine essays on the cuneiform text corpus dated to the period before, during and after the revolts. This material enables the authors to evaluate the nature of Xerxes' policies in the sphere of society, science, religion, law, administration and economy against the long-term history of the region. The contributions are by Paul-Alain Beaulieu, Johannes Hackl, Michael Jursa, Karlheinz Kessler, Mathieu Ossendrijver, Reinhard Pirngruber, Malgorzata Sandowicz and Caroline Waerzeggers.",2018-01-01,"history | middle east | xerxes | sources | babylonia | i | iraq | kings and rulers | cuneiform inscriptions, akkadian | 519 b.c.-465 b.c. or 464 b.c | to 634 | cuneiform inscriptions | king of persia",,http://www.loc.gov/item/2020719469/,https://www.loc.gov/item/2020719469/,https://www.loc.gov/item/2020719469/
ayyubid,"Islamic Law: A Bibliography of Works Published in English, 2003-2008",,,2009,,,http://www.loc.gov/item/2019670436/,https://www.loc.gov/item/2019670436/,https://www.loc.gov/item/2019670436/
ayyubid,"Narratives of kingship in Eurasian empires, 1300-1800",,"""In 'Narratives of Kingship in Eurasian Empires, 1300-1800' Richard van Leeuwen analyses representations and constructions of the idea of kingship in fictional texts of various genres, especially belonging to the intermediate layer between popular and official literature. The analysis shows how ideologies of power are embedded in the literary and cultural imagination of societies, their cultural values and conceptualizations of authority. By referring to examples from various empires (Chinese, Indian, Persian, Arabic, Turkish, European) the parallels between literary traditions are laid bare, revealing remarkable common concerns. The process of interaction and transmission are highlighted to illustrate how literature served as a repository for ideological and cultural values transforming power into authority in various imperial environments.""--Cover page 4.",2017-01-01,eurasia | kings and rulers in literature | ideology and literature | in literature | kings and rulers | authority in literature,,http://www.loc.gov/item/2020719583/,https://www.loc.gov/item/2020719583/,https://www.loc.gov/item/2020719583/
ayyubid,"A literary history of the Arabs,",,"""Bibliography of works by European authors"":  p 471-480 Also available in digital form.",1907,history and criticism | arabic literature,,http://www.loc.gov/item/07036932/,https://www.loc.gov/item/07036932/,https://www.loc.gov/item/07036932/
ayyubid,The Jalayirids : dynastic state formation in the Mongol Middle East,,Includes bibliographical references (pages 209-223) and index. Description based on print version record; resource not viewed.,2016-01-01,history | iran | jalāyirids,,http://www.loc.gov/item/2020719502/,https://www.loc.gov/item/2020719502/,https://www.loc.gov/item/2020719502/
ayyubid,Arabia.,,"""Authorities"": p. [121]-122. Also available in digital form on the Library of Congress Web site. digital files not viewed; td12 2013-7-16",1920-01-01,arabian peninsula,,http://www.loc.gov/item/a22000920/,https://www.loc.gov/item/a22000920/,https://www.loc.gov/item/a22000920/
ayyubid,"Ordinary Jerusalem, 1840-1940 : opening new archives, revisiting a global city",,Includes bibliographical references. Description based on print version record and CIP data provided by publisher; resource not viewed.,2018-01-01,municipal government | history | jerusalem | 19th century | urban anthropology | 20th century,,http://www.loc.gov/item/2018019932/,https://www.loc.gov/item/2018019932/,https://www.loc.gov/item/2018019932/
ayyubid,LCSH Section A,,"A (Locomotive)  (Not Subd Geog) BT Locomotives A + A Building, Yale (New Haven, Conn.) USE Yale Art and Architecture Building (New Haven,   Conn.) A-1 (Attack plane) USE Skyraider (Attack plane) A-3 (Bomber) USE Skywarrior (Bomber) A-4 (Jet attack plane) USE Skyhawk (Jet attack plane) A-4 rocket USE V-2 rocket A-5 (Bomber) USE Vigilante (Bomber) A-5 rocket  (Not Subd Geog) BT Rockets (Ordnance)   V-1 bomb   V-2 rocket A-6 (Jet attack plane) USE Intruder (Jet attack plane) A-6 Intruder (Jet attack plane) USE Intruder (Jet attack plane) A-7 (Jet attack plane) USE Corsair II (Jet attack plane) A 7 Expressway (Germany) USE Autobahn A 7 (Germany) A 9 Expressway (Germany) USE Autobahn A 9 (Germany) A-10 (Jet attack plane)  (Not Subd Geog) [UG1242.A28] UF A-10 (Jet fighter plane) [Former heading]   Thunderbolt II (Jet attack plane)   Warthog (Jet attack plane) BT Attack planes   Fairchild aircraft   Jet planes, Military A-10 (Jet fighter plane) USE A-10 (Jet attack plane) A-12 (Jet attack plane)  (Not Subd Geog) BT",,523 source pages,,https://www.loc.gov/aba/publications/Archived-LCSH35/A.pdf,https://www.loc.gov/aba/publications/Archived-LCSH35/A.pdf,https://www.loc.gov/aba/publications/Archived-LCSH35/A.pdf
ayyubid,LCSH Section A,,"A (Locomotive)  (Not Subd Geog) BT Locomotives A + A Building, Yale (New Haven, Conn.) USE Yale Art and Architecture Building (New Haven,   Conn.) A-1 (Attack plane) USE Skyraider (Attack plane) A-3 (Bomber) USE Skywarrior (Bomber) A-4 (Jet attack plane) USE Skyhawk (Jet attack plane) A-4 rocket USE V-2 rocket A-5 (Bomber) USE Vigilante (Bomber) A-5 rocket  (Not Subd Geog) BT Rockets (Ordnance)   V-1 bomb   V-2 rocket A-6 (Jet attack plane) USE Intruder (Jet attack plane) A-6 Intruder (Jet attack plane) USE Intruder (Jet attack plane) A-7 (Jet attack plane) USE Corsair II (Jet attack plane) A 7 Expressway (Germany) USE Autobahn A 7 (Germany) A 9 Expressway (Germany) USE Autobahn A 9 (Germany) A-10 (Jet attack plane)  (Not Subd Geog) [UG1242.A28] UF A-10 (Jet fighter plane) [Former heading]   Thunderbolt II (Jet attack plane)   Warthog (Jet attack plane) BT Attack planes   Fairchild aircraft   Jet planes, Military A-10 (Jet fighter plane) USE A-10 (Jet attack plane) A-12 (Jet attack plane)  (Not Subd Geog) BT",,518 source pages,,http://www.loc.gov/aba/publications/Archived-LCSH34/A.pdf,//www.loc.gov/aba/publications/Archived-LCSH34/A.pdf,//www.loc.gov/aba/publications/Archived-LCSH34/A.pdf
ayyubid,LCSH Section A,,"A (Locomotive)  (Not Subd Geog) BT Locomotives A + A Building, Yale (New Haven, Conn.) USE Yale Art and Architecture Building (New Haven,   Conn.) A-1 (Attack plane) USE Skyraider (Attack plane) A.1 (Fighter plane) USE Ansaldo A.1 (Fighter plane) A-3 (Bomber) USE Skywarrior (Bomber) A-4 (Jet attack plane) USE Skyhawk (Jet attack plane) A-4 rocket USE V-2 rocket A-5 (Bomber) USE Vigilante (Bomber) A-5 rocket  (Not Subd Geog) BT Rockets (Ordnance)   V-1 bomb   V-2 rocket A-6 (Jet attack plane) USE Intruder (Jet attack plane) A-6 Intruder (Jet attack plane) USE Intruder (Jet attack plane) A-7 (Jet attack plane) USE Corsair II (Jet attack plane) A 7 Expressway (Germany) USE Autobahn A 7 (Germany) A 9 Expressway (Germany) USE Autobahn A 9 (Germany) A-10 (Jet attack plane)  (Not Subd Geog) [UG1242.A28] UF A-10 (Jet fighter plane) [Former heading]   Thunderbolt II (Jet attack plane)   Warthog (Jet attack plane) BT Attack planes   Fairchild aircraft   Jet planes, Military A-10 (Jet fighter plane) USE A-10 (Jet attack",,pdf | free | lcsh | subjects | cataloging | subject headings,,https://www.loc.gov/aba/publications/Archived-LCSH38/A.pdf,https://www.loc.gov/aba/publications/Archived-LCSH38/A.pdf,https://www.loc.gov/aba/publications/Archived-LCSH38/A.pdf
ayyubid,LCSH Section A,,"A (Locomotive)  (Not Subd Geog) BT Locomotives A + A Building, Yale (New Haven, Conn.) USE Yale Art and Architecture Building (New Haven,   Conn.) A-1 (Attack plane) USE Skyraider (Attack plane) A.1 (Fighter plane) USE Ansaldo A.1 (Fighter plane) A-3 (Bomber) USE Skywarrior (Bomber) A-4 (Jet attack plane) USE Skyhawk (Jet attack plane) A-4 rocket USE V-2 rocket A-5 (Bomber) USE Vigilante (Bomber) A-5 rocket  (Not Subd Geog) BT Rockets (Ordnance)   V-1 bomb   V-2 rocket A-6 (Jet attack plane) USE Intruder (Jet attack plane) A-6 Intruder (Jet attack plane) USE Intruder (Jet attack plane) A-7 (Jet attack plane) USE Corsair II (Jet attack plane) A 7 Expressway (Germany) USE Autobahn A 7 (Germany) A 9 Expressway (Germany) USE Autobahn A 9 (Germany) A-10 (Jet attack plane)  (Not Subd Geog) [UG1242.A28] UF A-10 (Jet fighter plane) [Former heading]   Thunderbolt II (Jet attack plane)   Warthog (Jet attack plane) BT Attack planes   Fairchild aircraft   Jet planes, Military A-10 (Jet fighter plane) USE A-10 (Jet attack",,library of congress subject headings | controlled vocabulary | lcsh | subjects | subject headings,,https://www.loc.gov/aba/publications/Archived-LCSH39/A.pdf,https://www.loc.gov/aba/publications/Archived-LCSH39/A.pdf,https://www.loc.gov/aba/publications/Archived-LCSH39/A.pdf
ayyubid,LCSH Section A,,"A (Locomotive)  (Not Subd Geog) BT Locomotives A (The letter) BT Alphabet A + A Building, Yale (New Haven, Conn.) USE Yale Art and Architecture Building (New Haven,   Conn.) A-1 (Attack plane) USE Skyraider (Attack plane) A.1 (Fighter plane) USE Ansaldo A.1 (Fighter plane) A-3 (Bomber) USE Skywarrior (Bomber) A-4 (Jet attack plane) USE Skyhawk (Jet attack plane) A-4 rocket USE V-2 rocket A-5 (Bomber) USE Vigilante (Bomber) A-5 rocket  (Not Subd Geog) BT Rockets (Ordnance)   V-1 bomb   V-2 rocket A-6 (Jet attack plane) USE Intruder (Jet attack plane) A-6 Intruder (Jet attack plane) USE Intruder (Jet attack plane) A-7 (Jet attack plane) USE Corsair II (Jet attack plane) A 7 Expressway (Germany) USE Autobahn A 7 (Germany) A 9 Expressway (Germany) USE Autobahn A 9 (Germany) A-10 (Jet attack plane)  (Not Subd Geog) [UG1242.A28] UF A-10 (Jet fighter plane) [Former heading]   Thunderbolt II (Jet attack plane)   Warthog (Jet attack plane) BT Attack planes   Fairchild aircraft   Jet planes, Military A-10 (Jet fighter",,library of congress subject headings | controlled vocabulary | lcsh | subjects | subject headings,,https://www.loc.gov/aba/publications/Archived-LCSH40/A.pdf,https://www.loc.gov/aba/publications/Archived-LCSH40/A.pdf,https://www.loc.gov/aba/publications/Archived-LCSH40/A.pdf
ayyubid,LCSH Section A,,"A (Locomotive)  (Not Subd Geog) BT Locomotives A (The letter) BT Alphabet A + A Building, Yale (New Haven, Conn.) USE Yale Art and Architecture Building (New Haven,   Conn.) A-1 (Attack plane) USE Skyraider (Attack plane) A.1 (Fighter plane) USE Ansaldo A.1 (Fighter plane) A-3 (Bomber) USE Skywarrior (Bomber) A-4 (Jet attack plane) USE Skyhawk (Jet attack plane) A-4 rocket USE V-2 rocket A-5 (Bomber) USE Vigilante (Bomber) A-5 rocket  (Not Subd Geog) BT Rockets (Ordnance)   V-1 bomb   V-2 rocket A-6 (Jet attack plane) USE Intruder (Jet attack plane) A-6 Intruder (Jet attack plane) USE Intruder (Jet attack plane) A-7 (Jet attack plane) USE Corsair II (Jet attack plane) A 7 Expressway (Germany) USE Autobahn A 7 (Germany) A 9 Expressway (Germany) USE Autobahn A 9 (Germany) A-10 (Jet attack plane)  (Not Subd Geog) [UG1242.A28] UF A-10 (Jet fighter plane) [Former heading]   Thunderbolt II (Jet attack plane)   Warthog (Jet attack plane) BT Attack planes   Fairchild aircraft   Jet planes, Military A-10 (Jet fighter",,library of congress subject headings | controlled vocabulary | lcsh | subjects | subject headings,,https://www.loc.gov/aba/publications/Archived-LCSH42/A.pdf,https://www.loc.gov/aba/publications/Archived-LCSH42/A.pdf,https://www.loc.gov/aba/publications/Archived-LCSH42/A.pdf
ayyubid,LCSH Section A,,"A (Locomotive)  (Not Subd Geog) BT Locomotives A (The letter) BT Alphabet A + A Building, Yale (New Haven, Conn.) USE Yale Art and Architecture Building (New Haven,   Conn.) A-1 (Attack plane) USE Skyraider (Attack plane) A.1 (Fighter plane) USE Ansaldo A.1 (Fighter plane) A-3 (Bomber) USE Skywarrior (Bomber) A-4 (Jet attack plane) USE Skyhawk (Jet attack plane) A-4 rocket USE V-2 rocket A-5 (Bomber) USE Vigilante (Bomber) A-5 rocket  (Not Subd Geog) BT Rockets (Ordnance)   V-1 bomb   V-2 rocket A-6 (Jet attack plane) USE Intruder (Jet attack plane) A-6 Intruder (Jet attack plane) USE Intruder (Jet attack plane) A-7 (Jet attack plane) USE Corsair II (Jet attack plane) A 7 Expressway (Germany) USE Autobahn A 7 (Germany) A 9 Expressway (Germany) USE Autobahn A 9 (Germany) A-10 (Jet attack plane)  (Not Subd Geog) [UG1242.A28] UF A-10 (Jet fighter plane) [Former heading]   Thunderbolt II (Jet attack plane)   Warthog (Jet attack plane) BT Attack planes   Fairchild aircraft   Jet planes, Military A-10 (Jet fighter",,library of congress subject headings | controlled vocabulary | lcsh | subjects | subject headings,,https://www.loc.gov/aba/publications/Archived-LCSH43/A.pdf,https://www.loc.gov/aba/publications/Archived-LCSH43/A.pdf,https://www.loc.gov/aba/publications/Archived-LCSH43/A.pdf
ayyubid,LCSH Section A,,"A (Locomotive)  (Not Subd Geog) BT Locomotives A + A Building, Yale (New Haven, Conn.) USE Yale Art and Architecture Building (New Haven,   Conn.) A-1 (Attack plane) USE Skyraider (Attack plane) A.1 (Fighter plane) USE Ansaldo A.1 (Fighter plane) A-3 (Bomber) USE Skywarrior (Bomber) A-4 (Jet attack plane) USE Skyhawk (Jet attack plane) A-4 rocket USE V-2 rocket A-5 (Bomber) USE Vigilante (Bomber) A-5 rocket  (Not Subd Geog) BT Rockets (Ordnance)   V-1 bomb   V-2 rocket A-6 (Jet attack plane) USE Intruder (Jet attack plane) A-6 Intruder (Jet attack plane) USE Intruder (Jet attack plane) A-7 (Jet attack plane) USE Corsair II (Jet attack plane) A 7 Expressway (Germany) USE Autobahn A 7 (Germany) A 9 Expressway (Germany) USE Autobahn A 9 (Germany) A-10 (Jet attack plane)  (Not Subd Geog) [UG1242.A28] UF A-10 (Jet fighter plane) [Former heading]   Thunderbolt II (Jet attack plane)   Warthog (Jet attack plane) BT Attack planes   Fairchild aircraft   Jet planes, Military A-10 (Jet fighter plane) USE A-10 (Jet attack",,pdf | free | lcsh | subjects | cataloging | subject headings,,http://www.loc.gov/aba/publications/Archived-LCSH36/A.pdf,//www.loc.gov/aba/publications/Archived-LCSH36/A.pdf,//www.loc.gov/aba/publications/Archived-LCSH36/A.pdf
ayyubid,LCSH Section A,,"A (Locomotive)  (Not Subd Geog) BT Locomotives A + A Building, Yale (New Haven, Conn.) USE Yale Art and Architecture Building (New Haven,   Conn.) A-1 (Attack plane) USE Skyraider (Attack plane) A.1 (Fighter plane) USE Ansaldo A.1 (Fighter plane) A-3 (Bomber) USE Skywarrior (Bomber) A-4 (Jet attack plane) USE Skyhawk (Jet attack plane) A-4 rocket USE V-2 rocket A-5 (Bomber) USE Vigilante (Bomber) A-5 rocket  (Not Subd Geog) BT Rockets (Ordnance)   V-1 bomb   V-2 rocket A-6 (Jet attack plane) USE Intruder (Jet attack plane) A-6 Intruder (Jet attack plane) USE Intruder (Jet attack plane) A-7 (Jet attack plane) USE Corsair II (Jet attack plane) A 7 Expressway (Germany) USE Autobahn A 7 (Germany) A 9 Expressway (Germany) USE Autobahn A 9 (Germany) A-10 (Jet attack plane)  (Not Subd Geog) [UG1242.A28] UF A-10 (Jet fighter plane) [Former heading]   Thunderbolt II (Jet attack plane)   Warthog (Jet attack plane) BT Attack planes   Fairchild aircraft   Jet planes, Military A-10 (Jet fighter plane) USE A-10 (Jet attack",,pdf | free | lcsh | subjects | cataloging | subject headings,,http://www.loc.gov/aba/publications/Archived-LCSH37/A.pdf,//www.loc.gov/aba/publications/Archived-LCSH37/A.pdf,//www.loc.gov/aba/publications/Archived-LCSH37/A.pdf
